"","PLAYER","PTS","X3PM","X3PA","X3P.","FTM","FTA","FT.","REB","AST","POS"
"511","Reggie Jackson",14.6,1.2,3.8,30.8,2.5,3,83.6,2.8,5.3,"G"
"521","Devin Harris",8.4,1.1,3.2,34.8,2,2.4,83.5,1.8,2.1,"G"
"531","CJ Miles",10,2.3,6.5,36.1,1.2,1.4,83.5,2.2,0.8,"G"
"541","Fred VanVleet",8.6,1.4,3.4,41.4,1.1,1.3,83.2,2.4,3.2,"G"
"551","Tyler Ulis",7.8,0.6,2.1,28.8,1.2,1.4,83.2,1.8,4.4,"G"
"561","Nicolas Batum",11.6,1.4,4.3,33.6,1.7,2,83.1,4.8,5.5,"G"
"571","Delon Wright",8,0.8,2.2,36.6,1.4,1.7,82.9,2.9,2.9,"G"
"581","Ben McLemore",7.5,1,2.8,34.6,0.9,1.1,82.8,2.5,0.9,"G"
"591","Gary Harris",17.5,2.3,5.9,39.6,2,2.4,82.7,2.6,2.9,"G"
"601","Joe Harris",10.8,1.9,4.6,41.9,1.1,1.3,82.7,3.3,1.6,"G"
"611","DeMar DeRozan",23,1.1,3.6,31,5.8,7,82.5,3.9,5.2,"G"
"621","Justin Holiday",12.2,2.2,6.2,35.9,1.9,2.3,82.3,4,2.1,"G"
"631","Wesley Matthews",12.7,2.4,6.4,38.1,1.3,1.6,82.2,3.1,2.7,"G"
"641","Tyler Johnson",11.7,1.7,4.5,36.7,1.5,1.8,82.2,3.4,2.3,"G"
"651","Michael Carter-Williams",4.6,0.3,1.1,23.7,1.4,1.7,82,2.7,2.2,"G"
"661","Mario Hezonja",9.6,1.2,3.6,33.7,1.1,1.4,81.9,3.7,1.4,"G"
"671","Frank Mason",7.9,0.6,1.7,36,1.8,2.2,81.7,2.5,2.8,"G"
"681","Tim Hardaway Jr.",17.5,2.3,7.2,31.7,2.6,3.1,81.6,3.9,2.7,"G"
"691","Spencer Dinwiddie",12.6,1.8,5.4,32.6,2.7,3.4,81.3,3.2,6.6,"G"
"701","Zach LaVine",16.7,1.8,5.1,34.1,3.6,4.5,81.3,3.9,3,"G"
"711","Eric Gordon",18,3.2,8.8,35.9,2.8,3.5,80.9,2.5,2.2,"G"
"721","Danuel House Jr.",6.6,0.7,2.5,25.9,1.1,1.3,80.6,3.3,1.1,"G"
"731","Will Barton",15.7,1.9,5.2,37,2.2,2.8,80.5,5,4.1,"G"
"741","Donovan Mitchell",20.5,2.4,7,34,3,3.8,80.5,3.7,3.7,"G"
"751","Malcolm Delaney",6.3,0.9,2.3,37.1,1.4,1.7,80.4,1.9,3,"G"
"761","Goran Dragic",17.3,1.5,4,37,2.9,3.6,80.1,4.1,4.8,"G"
"771","Jordan Clarkson",13.9,1.4,3.9,35.2,1.9,2.3,80,2.7,2.7,"G"
"781","Victor Oladipo",23.1,2.1,5.8,37.1,3.9,4.9,79.9,5.2,4.3,"G"
"791","Yogi Ferrell",10.2,1.6,4.4,37.3,1,1.3,79.6,3,2.5,"G"
"801","Kent Bazemore",12.9,1.7,4.2,39.4,2.5,3.1,79.6,3.8,3.5,"G"
"811","Jerryd Bayless",7.9,1.4,3.7,37,0.9,1.1,79.5,2.1,1.4,"G"
"821","Eric Bledsoe",17.7,1.7,4.9,34.7,3.4,4.3,79.5,3.8,5,"G"
"831","Timothe Luwawu-Cabarrot",5.8,1,3,33.5,0.9,1.1,79.3,1.4,1,"G"
"841","Bradley Beal",22.6,2.4,6.5,37.5,3.6,4.5,79.1,4.4,4.5,"G"
"851","Kentavious Caldwell-Pope",13.4,2.1,5.6,38.3,2.1,2.6,78.9,5.2,2.2,"G"
"861","George Hill",10,1.3,3.1,41.5,1.6,2.1,78.6,2.7,2.8,"G"
"871","Jrue Holiday",19,1.5,4.4,33.7,2.3,2.9,78.6,4.5,6,"G"
"881","Tyreke Evans",19.4,2.2,5.5,39.9,3.2,4,78.5,5.1,5.2,"G"
"891","J.J. Barea",11.6,1.7,4.5,36.7,1.2,1.5,78.4,2.9,6.3,"G"
"901","Tyrone Wallace",9.7,0.3,1.3,25,2,2.6,78.2,3.5,2.4,"G"
"911","Tomas Satoransky",7.2,0.6,1.4,46.5,1,1.3,78.1,3.2,3.9,"G"
"921","Andrew Harrison",9.5,0.8,2.5,33.1,2.2,2.8,78,2.3,3.2,"G"
"931","Jawun Evans",4.8,0.3,1.1,27.8,0.8,1,77.6,1.8,2.1,"G"
"941","Ramon Sessions",4.9,0.3,0.9,30.8,1.6,2,77.2,1.4,2.8,"G"
"951","Terry Rozier",11.3,1.9,5,38.1,1.4,1.9,77.2,4.7,2.9,"G"
"961","Garrett Temple",8.4,1.4,3.5,39.2,0.9,1.2,76.9,2.3,1.9,"G"
"971","Avery Bradley",14.3,1.6,4.4,36.9,1.4,1.8,76.8,2.5,2,"G"
"981","Mike James",9.3,0.7,2.7,26.5,1.8,2.3,76.2,2.5,3.5,"G"
"991","Emmanuel Mudiay",8.6,0.7,2.3,31.8,1.5,2,76,2.4,3.2,"G"
"1001","Terrence Ross",8.7,1.3,3.9,32.3,1.1,1.5,75,3,1.6,"G"
"1011","Dillon Brooks",11,1.1,3.2,35.6,1.5,2,74.7,3.1,1.6,"G"
"1021","Wayne Selden",9.3,1.4,3.5,40.2,1.3,1.7,74.6,1.6,1.9,"G"
"1031","Cory Joseph",7.9,0.8,2.3,35.3,0.9,1.1,74.5,3.2,3.2,"G"
"1041","Jerian Grant",8.4,0.8,2.5,32.6,1.9,2.5,74.5,2.3,4.6,"G"
"1051","D'Angelo Russell",15.5,1.9,5.8,32.4,2,2.7,74,3.9,5.2,"G"
"1061","Dion Waiters",14.3,1.7,5.7,30.6,1.7,2.3,73.9,2.6,3.8,"G"
"1071","Justin Anderson",6.2,0.9,2.7,33,0.7,1,73.7,2.4,0.7,"G"
"1081","Kris Dunn",13.4,0.8,2.6,32.1,1.6,2.2,73.7,4.3,6,"G"
"1091","Shaquille Harrison",6.6,0.3,1.1,23.1,1.2,1.7,73.7,2.7,2.4,"G"
"1101","Russell Westbrook",25.4,1.2,4.1,29.8,5.2,7.1,73.7,10.1,10.3,"G"
"1111","LeBron James",27.5,1.8,5,36.7,4.7,6.5,73.1,8.6,9.1,"G"
"1121","Marcus Smart",10.2,1.4,4.6,30.1,1.8,2.5,72.9,3.5,4.8,"G"
"1131","John Wall",19.4,1.5,4.1,37.1,4.3,5.9,72.6,3.7,9.6,"G"
"1141","De'Aaron Fox",11.6,0.6,2.1,30.7,1.9,2.7,72.3,2.8,4.4,"G"
"1151","Dwyane Wade",11.4,0.5,1.7,28.8,2,2.8,71.4,3.8,3.4,"G"
"1161","Tyler Dorsey",7.2,1.3,3.6,36.2,0.8,1.1,71.4,2.3,1.4,"G"
"1171","Shelvin Mack",6.9,0.7,2,34.5,1,1.4,71.1,2.4,3.9,"G"
"1181","Caris LeVert",12.1,1.2,3.5,34.7,1.9,2.6,71.1,3.7,4.2,"G"
"1191","Tony Parker",7.7,0.2,0.7,27,1,1.4,70.5,1.7,3.5,"G"
"1201","Isaiah Taylor",6.6,0.3,1.2,25,1.5,2.1,70.2,1.4,3.1,"G"
"1211","Josh Hart",7.9,1.2,3.1,39.6,1,1.5,70.2,4.2,1.3,"G"
"1221","Ish Smith",10.9,0.4,1.2,34.7,1,1.4,69.8,2.7,4.4,"G"
"1231","Dennis Smith Jr.",15.2,1.5,4.9,31.3,1.9,2.8,69.4,3.8,5.2,"G"
"124","Brandon Ingram",16.1,0.7,1.8,39,3.3,4.8,68.1,5.3,3.9,"G"
"1251","Sindarius Thornwell",3.9,0.3,0.8,37.7,0.8,1.2,67,1.9,0.9,"G"
"1261","Derrick Jones Jr.",3.1,0.2,0.9,16.7,0.8,1.2,66.7,1.9,0.5,"G"
"127","Lance Stephenson",9.2,0.8,2.8,28.9,1,1.5,66.1,5.2,2.9,"G"
"128","Trey Burke",12.8,1.1,2.9,36.2,1,1.6,64.9,2,4.7,"G"
"1291","Elfrid Payton",12.7,0.5,1.5,32.6,1.7,2.7,64.9,4.3,6.2,"G"
"1301","Jaylen Brown",14.5,1.7,4.4,39.5,2.1,3.3,64.4,4.9,1.6,"G"
"1311","Austin Rivers",15.1,2.2,5.9,37.8,1.7,2.6,64.2,2.4,4,"G"
"1321","Justise Winslow",7.8,0.7,1.9,38,1,1.5,63.5,5.4,2.2,"G"
"1331","Josh Jackson",13.1,0.7,2.8,26.3,2.3,3.6,63.4,4.6,1.5,"G"
"1341","Andre Iguodala",6,0.5,1.8,28.2,0.9,1.4,63.2,3.8,3.3,"G"
"1351","DeAndre' Bembry",5.2,0.4,1.2,36.7,0.7,1.3,57.6,2.8,1.9,"G"
"1361","Kyle Collinsworth",3.2,0.1,0.5,23.5,0.7,1.3,52.5,3.3,1.8,"G"
"1371","Tony Allen",4.7,0.2,0.5,33.3,0.5,1,52.4,2.1,0.4,"G"
"1381","Lonzo Ball",10.2,1.7,5.7,30.5,0.6,1.4,45.1,6.9,7.2,"G"
"1391","Andre Roberson",5,0.2,0.9,22.2,0.3,1,31.6,4.7,1.2,"G"
"1401","Danilo Gallinari",15.3,1.7,5.3,32.4,3.9,4.1,93.1,4.8,2,"F"
"141","Mike Muscala",7.6,1.2,3.2,37.1,1.1,1.2,91.9,4.3,1,"F"
"1441","Dirk Nowitzki",12,1.8,4.4,40.9,1.3,1.4,89.8,5.7,1.6,"F"
"1451","Kevin Durant",26.4,2.5,6.1,41.9,5.3,5.9,88.9,6.8,5.4,"F"
"1461","Khris Middleton",20.1,1.8,5,35.9,3.9,4.4,88.4,5.2,4,"F"
"1471","Kevin Love",17.6,2.3,5.6,41.5,4,4.5,88,9.3,1.7,"F"
"1491","Jeff Green",10.8,0.7,2.2,31.2,2.6,3,86.8,3.2,1.3,"F"
"1511","Dario Saric",14.6,2,5.1,39.3,2.3,2.7,86,6.7,2.6,"F"
"1531","Robert Covington",12.6,2.5,6.9,36.9,1.5,1.7,85.3,5.4,2,"F"
"157","Josh Richardson",12.9,1.6,4.1,37.8,1.5,1.8,84.5,3.5,2.9,"F"
"158","Taurean Prince",14.1,2.1,5.6,38.5,1.9,2.2,84.4,4.7,2.6,"F"
"1591","Lauri Markkanen",15.2,2.1,5.9,36.2,2.1,2.4,84.3,7.5,1.2,"F"
"1601","LaMarcus Aldridge",23.1,0.4,1.2,29.3,4.5,5.3,83.7,8.5,2,"F"
"1611","James Ennis III",7.1,0.7,2.1,33.3,1.3,1.6,83.6,3.1,1,"F"
"1641","Marvin Williams",9.5,1.6,3.9,41.3,1.3,1.6,82.9,4.7,1.2,"F"
"1651","Tobias Harris",18.6,2.3,5.6,41.1,2.2,2.7,82.9,5.5,2.4,"F"
"1661","Otto Porter Jr.",14.7,1.8,4.1,44.1,1.4,1.7,82.8,6.4,2,"F"
"1671","Anthony Davis",28.1,0.7,2.2,34,6.6,8,82.8,11.1,2.3,"F"
"168","Harrison Barnes",18.9,1.5,4.3,35.7,3.4,4.1,82.7,6.1,2,"F"
"1701","Jayson Tatum",13.9,1.3,3,43.4,2.7,3.2,82.6,5,1.6,"F"
"1721","Paul George",21.9,3.1,7.7,40.1,4.3,5.2,82.2,5.7,3.3,"F"
"1741","Markieff Morris",11.5,1,2.8,36.7,1.4,1.8,82,5.6,1.9,"F"
"1751","Kelly Oubre Jr.",11.8,1.6,4.6,34.1,2.4,2.9,82,4.5,1.2,"F"
"1771","Jae Crowder",9.7,1.4,4.3,32.3,1.5,1.9,81.8,3.4,1.2,"F"
"1781","Nikola Mirotic",15.6,2.5,6.5,37.7,2,2.5,81.8,7.4,1.5,"F"
"1801","Thabo Sefolosha",8.2,0.8,2.2,38.1,1.2,1.4,81.5,4.2,0.9,"F"
"1831","Marcus Morris Sr.",13.6,1.6,4.3,36.8,2.3,2.9,80.5,5.4,1.3,"F"
"184","Skal Labissiere",8.7,0.3,0.9,35.3,1.6,2,80.5,4.8,1.2,"F"
"1851","Royce O'Neale",5,0.6,1.7,35.6,0.9,1.1,80.3,3.4,1.4,"F"
"1861","Frank Kaminsky",11.1,1.3,3.5,38,2,2.5,79.9,3.6,1.6,"F"
"1871","Anthony Tolliver",8.9,2,4.6,43.6,1.3,1.7,79.7,3.1,1.1,"F"
"1881","Serge Ibaka",12.6,1.4,3.9,36,1.2,1.6,79.7,6.3,0.8,"F"
"1891","Joe Ingles",11.5,2.5,5.7,44,0.8,1,79.5,4.2,4.8,"F"
"1911","Kristaps Porzingis",22.7,1.9,4.8,39.5,4.5,5.7,79.3,6.6,1.2,"F"
"192","Doug McDermott",7.8,1.1,2.7,42.6,0.8,1,79,2.5,1,"F"
"1931","Rondae Hollis-Jefferson",13.9,0.2,0.8,24.1,3.7,4.6,78.8,6.8,2.5,"F"
"1941","Zach Randolph",14.5,0.9,2.5,34.7,1.4,1.8,78.5,6.7,2.2,"F"
"195","Blake Griffin",21.4,1.9,5.6,34.5,4.5,5.7,78.5,7.4,5.8,"F"
"1971","Al Horford",12.9,1.3,3.1,42.9,1.3,1.7,78.3,7.4,4.7,"F"
"1991","Michael Beasley",13.2,0.5,1.2,39.5,1.7,2.1,78,5.6,1.7,"F"
"2001","Ersan Ilyasova",10.9,1.3,3.7,36,1.5,2,77.8,5.9,1.3,"F"
"2011","Draymond Green",11,1.1,3.7,30.1,1.9,2.5,77.5,7.6,7.3,"F"
"2021","Ryan Anderson",9.3,2,5.1,38.6,1.1,1.4,77.4,5,0.9,"F"
"2031","Rudy Gay",11.5,0.6,2.1,31.4,2,2.5,77.2,5.1,1.3,"F"
"2041","Stanley Johnson",8.7,1,3.4,28.6,1.6,2.1,77.2,3.7,1.6,"F"
"2051","Wilson Chandler",10,1.2,3.3,35.8,1.2,1.5,77.2,5.4,2.1,"F"
"2061","Kelly Olynyk",11.5,1.4,3.7,37.9,1.8,2.3,77,5.7,2.7,"F"
"2071","Bobby Portis",13.2,1.1,3.1,35.9,1.6,2.1,76.9,6.8,1.7,"F"
"2091","Jonathon Simmons",13.9,1,3,33.8,2.7,3.5,76.8,3.5,2.5,"F"
"210","Jarell Martin",7.7,0.5,1.3,34.7,1.2,1.6,76.7,4.4,1,"F"
"2111","Carmelo Anthony",16.2,2.2,6.1,35.7,1.9,2.5,76.7,5.8,1.3,"F"
"212","DeMarre Carroll",13.5,2,5.4,37.1,2.6,3.4,76.4,6.6,2,"F"
"2131","Giannis Antetokounmpo",26.9,0.6,1.9,30.7,6.5,8.5,76,10,4.8,"F"
"214","T.J. Warren",19.6,0.3,1.4,22.2,3,3.9,75.7,5.1,1.3,"F"
"2151","Daniel Theis",5.3,0.3,0.9,31,1,1.3,75.3,4.3,0.9,"F"
"2161","Domantas Sabonis",11.6,0.2,0.5,35.1,2.3,3,75,7.7,2,"F"
"2201","Jabari Parker",12.6,1,2.6,38.3,1.3,1.7,74.1,4.9,1.9,"F"
"2211","Al-Farouq Aminu",9.3,1.8,4.9,36.9,0.9,1.2,73.8,7.6,1.2,"F"
"2241","Marreese Speights",7.7,1.7,4.5,36.9,0.8,1.1,72.7,2.6,0.8,"F"
"2251","Corey Brewer",5.3,0.4,1.5,28.2,0.9,1.3,72.2,2.1,0.9,"F"
"2261","JaMychal Green",10.3,0.8,2.3,33.9,1.5,2,72.1,8.4,1.4,"F"
"2271","Dwight Powell",8.5,0.4,1.1,33.3,1.7,2.3,71.9,5.6,1.2,"F"
"2281","Julius Randle",16.1,0.1,0.5,22.2,3.7,5.2,71.8,8,2.6,"F"
"2291","John Collins",10.5,0.2,0.6,34,1.8,2.5,71.5,7.3,1.3,"F"
"2301","Kyle Anderson",7.9,0.3,0.8,33.3,1.4,2,71.2,5.4,2.7,"F"
"2311","Maurice Harkless",6.5,0.8,2,41.5,0.7,1,71.2,2.7,0.9,"F"
"2331","Trevor Booker",6.3,0.1,0.5,24.2,1,1.4,71,4.7,1.2,"F"
"2341","Kyle Kuzma",16.1,2.1,5.6,36.6,1.9,2.7,70.7,6.3,1.8,"F"
"2351","Trey Lyles",9.9,1.1,3,38.1,1.4,2,70.6,4.8,1.2,"F"
"2361","Thon Maker",4.8,0.4,1.4,29.8,0.9,1.3,69.9,3,0.6,"F"
"2371","Aaron Gordon",17.6,2,5.9,33.6,2.7,3.9,69.8,7.9,2.3,"F"
"238","James Johnson",10.8,0.8,2.5,30.8,1.5,2.2,69.8,4.9,3.8,"F"
"239","Paul Millsap",14.6,1,3,34.5,2.9,4.2,69.6,6.4,2.8,"F"
"2401","Luc Mbah a Moute",7.5,1,2.8,36.4,1.1,1.6,68.4,3,0.9,"F"
"242","Jerami Grant",8.4,0.4,1.4,29.1,2,3,67.5,3.9,0.7,"F"
"2441","Troy Williams",6.3,0.5,1.8,28.9,1,1.4,66.7,3,0.8,"F"
"2451","Richaun Holmes",6.5,0.1,0.6,12.9,0.8,1.2,66.1,4.4,1.3,"F"
"246","Mike Scott",8.8,0.9,2.1,40.5,0.7,1,65.8,3.3,1.1,"F"
"2471","David Nwaba",7.9,0.3,0.7,34.6,1.9,2.9,65.5,4.7,1.5,"F"
"2481","Derrick Favors",12.3,0.2,0.8,22.2,1.8,2.8,65.1,7.2,1.3,"F"
"250","Andrew Wiggins",17.7,1.4,4.1,33.1,2.5,3.8,64.3,4.4,2,"F"
"2541","Noah Vonleh",4.9,0.4,1.2,30.3,0.7,1.1,62.1,5.8,0.6,"F"
"2551","Pascal Siakam",7.3,0.4,1.6,22,0.7,1.1,62.1,4.5,2,"F"
"256","Marquese Chriss",7.7,0.8,2.6,29.5,1.3,2.2,60.8,5.5,1.2,"F"
"257","Thaddeus Young",11.8,0.7,2.2,32,0.7,1.1,59.8,6.3,1.9,"F"
"263","Karl-Anthony Towns",21.3,1.5,3.5,42.1,4.2,4.9,85.8,12.3,2.4,"C"
"264","Nikola Jokic",18.5,1.5,3.7,39.6,3.5,4.2,85,10.7,6.1,"C"
"265","Marc Gasol",17.2,1.5,4.4,34.1,3.8,4.6,83.4,8.1,4.2,"C"
"267","Nikola Vucevic",16.5,1.1,3.6,31.4,1.4,1.6,81.9,9.2,3.4,"C"
"268","Jonas Valanciunas",12.7,0.4,1,40.5,2.2,2.7,80.6,8.6,1.1,"C"
"274","Dewayne Dedmon",10,0.8,2.3,35.5,1.1,1.4,77.9,7.9,1.5,"C"
"275","Myles Turner",12.7,0.9,2.4,35.7,2.5,3.2,77.7,6.4,1.3,"C"
"276","Gorgui Dieng",5.9,0.2,0.8,31.1,1,1.3,77.5,4.6,0.9,"C"
"278","Joel Embiid",22.9,1,3.4,30.8,5.7,7.4,76.9,11,3.2,"C"
"279","Timofey Mozgov",4.2,0.1,0.6,22.2,0.7,1,76.7,3.2,0.4,"C"
"280","Pau Gasol",10.1,0.6,1.6,35.8,2.1,2.7,75.6,8,3.1,"C"
"283","DeMarcus Cousins",25.2,2.2,6.1,35.4,6.1,8.2,74.6,12.9,5.4,"C"
"288","Brook Lopez",13,1.5,4.4,34.5,1.5,2.1,70.3,4,1.7,"C"
"1100","Malcolm Brogdon",15.6,1.6,3.8,42.6,2.2,2.4,92.8,4.5,3.2,"G"
"273","Stephen Curry",27.3,5.1,11.7,43.7,3.8,4.2,91.6,5.3,5.2,"G"
"314","Damian Lillard",25.8,3,8,36.9,5.9,6.4,91.2,4.6,6.9,"G"
"412","Marco Belinelli",10.5,1.9,5,37.2,1.4,1.6,90.3,2.5,1.7,"G"
"512","Justin Holiday",10.5,2,5.7,34.8,1.2,1.3,89.6,3.9,1.8,"G"
"612","JJ Redick",18.1,3.2,8,39.7,3,3.4,89.4,2.4,2.7,"G"
"712","Jeremy Lamb",15.3,1.5,4.2,34.8,2.9,3.3,88.8,5.5,2.2,"G"
"812","Buddy Hield",20.7,3.4,7.9,42.7,2.1,2.4,88.6,5,2.5,"G"
"912","Bryn Forbes",11.8,2.1,5,42.6,0.8,1,88.5,2.9,2.1,"G"
"1012","Rodney Hood",11.2,1.2,3.3,35.6,1.9,2.2,88.4,2.2,1.8,"G"
"1112","Malik Monk",8.9,1.5,4.5,33,1.2,1.4,88.2,1.9,1.6,"G"
"1212","James Harden",36.1,4.8,13.2,36.8,9.7,11,87.9,6.6,7.5,"G"
"1312","Lou Williams",20,1.4,3.9,36.1,5.7,6.5,87.6,3,5.4,"G"
"1411","Terrence Ross",15.1,2.7,7,38.3,1.6,1.8,87.5,3.5,1.7,"G"
"1510","Kyrie Irving",23.8,2.6,6.5,40.1,3.2,3.7,87.3,5,6.9,"G"
"1612","Ryan Arcidiacono",6.7,1,2.7,37.3,1.1,1.3,87.3,2.7,3.3,"G"
"1711","Kentavious Caldwell-Pope",11.4,1.8,5.3,34.7,1.7,1.9,86.7,2.9,1.3,"G"
"1811","D.J. Augustin",11.7,1.6,3.8,42.1,2.2,2.6,86.6,2.5,5.3,"G"
"1912","Devin Booker",26.6,2.1,6.5,32.6,6.1,7.1,86.6,4.1,6.8,"G"
"2012","Nicolas Batum",9.3,1.5,4,38.9,1,1.2,86.5,5.2,3.3,"G"
"2112","Reggie Jackson",15.4,2.1,5.7,36.9,2.5,2.9,86.4,2.6,4.2,"G"
"2212","Chris Paul",15.6,2.2,6.1,35.8,3,3.5,86.2,4.6,8.2,"G"
"2312","Josh Richardson",16.6,2.2,6.3,35.7,2.7,3.2,86.1,3.6,4.1,"G"
"2410","Reggie Bullock",11.3,2.3,6.2,37.7,1.2,1.3,85.9,2.7,2,"G"
"2510","Derrick Rose",18,1.1,2.9,37,2.7,3.1,85.6,2.7,4.3,"G"
"2611","Ricky Rubio",12.7,1.2,3.7,31.1,2.9,3.4,85.5,3.6,6.1,"G"
"277","Jimmy Butler",18.7,1,3,34.7,4.8,5.6,85.5,5.3,4,"G"
"284","Patty Mills",9.9,1.9,4.9,39.4,1.1,1.3,85.4,2.2,3,"G"
"295","Jamal Murray",18.2,2,5.5,36.7,2.5,3,84.8,4.2,4.8,"G"
"302","Jamal Crawford",7.9,1,3.2,33.2,1.5,1.7,84.5,1.3,3.6,"G"
"315","Mike Conley",21.1,2.2,6.1,36.4,4.9,5.8,84.5,3.4,6.4,"G"
"322","Kemba Walker",25.6,3.2,8.9,35.6,4.6,5.5,84.4,4.4,5.9,"G"
"332","Jordan Clarkson",16.8,1.8,5.5,32.4,2,2.4,84.4,3.3,2.4,"G"
"342","Langston Galloway",8.4,1.7,4.8,35.5,1,1.2,84.4,2.1,1.1,"G"
"352","Fred VanVleet",11,1.8,4.6,37.8,1.5,1.8,84.3,2.6,4.8,"G"
"362","Tim Hardaway Jr.",18.1,2.5,7.3,34,3.6,4.2,84.1,3.4,2.4,"G"
"372","Tyus Jones",6.9,0.6,1.9,31.7,0.9,1,84.1,2,4.8,"G"
"382","Collin Sexton",16.7,1.5,3.6,40.2,2.6,3.1,83.9,2.9,3,"G"
"392","Jeremy Lin",9.6,0.7,2.5,29.4,2.4,2.8,83.8,2.4,3.1,"G"
"402","Luke Kennard",9.7,1.7,4.3,39.4,0.8,1,83.6,2.9,1.8,"G"
"413","Shabazz Napier",9.4,1.4,4.1,33.3,2.1,2.5,83.3,1.8,2.6,"G"
"422","Zach LaVine",23.7,1.9,5.1,37.4,5,6,83.2,4.7,4.5,"G"
"432","Darren Collison",11.2,1,2.6,40.7,2.1,2.5,83.2,3.1,6,"G"
"442","Trey Burke",10.9,1,2.7,35.2,1.8,2.1,83.1,1.7,2.7,"G"
"452","DeMar DeRozan",21.2,0.1,0.6,15.6,4.8,5.7,83,6,6.2,"G"
"462","Kyle Lowry",14.2,2.4,7,34.7,2.5,3,83,4.8,8.7,"G"
"472","Trae Young",19.1,1.9,6,32.4,4.2,5.1,82.9,3.7,8.1,"G"
"482","CJ McCollum",21,2.4,6.4,37.5,2.3,2.7,82.8,4,3,"G"
"492","CJ Miles",6.4,1.3,3.8,33,0.9,1.1,82.8,1.8,0.7,"G"
"502","Bogdan Bogdanovic",14.1,1.9,5.3,36,1.9,2.3,82.7,3.5,3.8,"G"
"513","Joe Harris",13.7,2.4,5.1,47.4,1.4,1.8,82.7,3.8,2.4,"G"
"522","Norman Powell",8.6,1.1,2.8,40,1,1.3,82.7,2.3,1.5,"G"
"532","George Hill",7.6,0.8,2.6,31.4,1.2,1.4,82.4,2.5,2.3,"G"
"542","Alec Burks",8.8,1,2.6,36.3,1.8,2.2,82.3,3.7,2,"G"
"552","Kyle Korver",8.6,2,5,39.7,0.9,1,82.2,2.3,1.2,"G"
"562","Aaron Holiday",5.9,0.9,2.5,33.9,0.8,1,82,1.3,1.7,"G"
"572","Dennis Schroder",15.5,1.6,4.6,34.1,2.4,2.9,81.9,3.6,4.1,"G"
"582","Tomas Satoransky",8.9,0.8,2,39.5,1.6,2,81.9,3.5,5,"G"
"592","Klay Thompson",21.5,3.1,7.7,40.2,1.7,2,81.6,3.8,2.4,"G"
"602","Wesley Matthews",12.2,2.2,5.8,37.2,1.9,2.4,81,2.5,2.3,"G"
"613","Bradley Beal",25.6,2.5,7.3,35.1,4.4,5.5,80.8,5,5.5,"G"
"622","Matthew Dellavedova",5.9,0.9,2.7,33.8,0.9,1.1,80.8,1.6,3.8,"G"
"632","Landry Shamet",9.1,2.1,5,42.2,0.9,1.2,80.6,1.7,1.5,"G"
"642","Marcus Smart",8.9,1.6,4.3,36.4,1.3,1.6,80.6,2.9,4,"G"
"652","Spencer Dinwiddie",16.8,1.8,5.4,33.5,4.2,5.2,80.6,2.4,4.6,"G"
"662","Evan Fournier",15.1,1.9,5.6,34,1.7,2.1,80.6,3.2,3.6,"G"
"672","Donovan Mitchell",23.8,2.4,6.7,36.2,4.1,5.1,80.6,4.1,4.2,"G"
"682","Cameron Payne",6.3,0.6,2.1,29.8,0.8,1,80.5,1.8,2.7,"G"
"692","Jeff Teague",12.1,0.8,2.5,33.3,2.9,3.6,80.4,2.5,8.2,"G"
"702","Allonzo Trier",10.9,0.8,2.1,39.4,2.8,3.5,80.3,3.1,1.9,"G"
"713","Monte Morris",10.4,1.1,2.8,41.4,0.8,1,80.2,2.4,3.6,"G"
"722","Jordan McRae",5.9,0.4,1.3,28.6,1,1.3,80,1.5,1.1,"G"
"732","Shai Gilgeous-Alexander",10.8,0.6,1.7,36.7,1.9,2.4,80,2.8,3.3,"G"
"742","Gary Harris",12.9,1.4,4.2,33.9,2,2.5,79.9,2.8,2.2,"G"
"752","Kris Dunn",11.3,0.7,2.1,35.4,1.2,1.5,79.7,4.1,6,"G"
"762","Alex Caruso",9.2,1,2,48,2,2.6,79.7,2.7,3.1,"G"
"772","Delon Wright",8.7,0.7,2.2,29.8,1.6,2,79.3,3.5,3.3,"G"
"782","Dante Exum",6.9,0.4,1.5,29,1.6,2,79.1,1.6,2.6,"G"
"792","Danuel House Jr.",9.4,1.9,4.6,41.6,1.4,1.8,78.9,3.6,1,"G"
"802","Terry Rozier",9,1.5,4.3,35.3,0.9,1.2,78.5,3.9,2.9,"G"
"813","Eric Gordon",16.2,3.2,8.8,36,1.8,2.2,78.3,2.2,1.9,"G"
"822","Goran Dragic",13.7,1.6,4.6,34.8,2.2,2.8,78.2,3.1,4.8,"G"
"832","D'Angelo Russell",21.1,2.9,7.8,36.9,2,2.5,78,3.9,7,"G"
"842","Patrick Beverley",7.6,1.4,3.6,39.7,1.2,1.6,78,5,3.8,"G"
"852","Emmanuel Mudiay",14.8,1.2,3.6,32.9,2.4,3.2,77.4,3.3,3.9,"G"
"862","Derrick White",9.9,0.7,2.1,33.8,1.4,1.8,77.2,3.7,3.9,"G"
"872","Will Barton",11.5,1.6,4.6,34.2,1.3,1.7,77,4.6,2.9,"G"
"882","Jrue Holiday",21.2,1.8,5.4,32.5,3.1,4,76.8,5,7.7,"G"
"892","E'Twaun Moore",11.9,1.4,3.3,43.2,0.8,1.1,76.3,2.4,1.9,"G"
"902","Devin Harris",6.3,0.9,2.9,31,1.5,2,76.1,1.6,1.8,"G"
